Date,Bitcoin ,Ethereum ,Tether,XRP,Chainlink 
2020-11-15,15955.58789,447.559082,1.000647,0.269642,12.121813
2020-11-14,16068.13867,460.149841,1.000288,0.268342,12.57696
2020-11-13,16317.80859,474.626434,1.000345,0.265191,12.887979
2020-11-12,16276.34375,461.00528,1.000509,0.254903,12.423223
2020-11-11,15701.33984,462.960541,1.000985,0.256259,12.807538
2020-11-10,15290.90234,449.679626,1.001127,0.253911,13.003463
2020-11-09,15332.31543,444.163055,1.000653,0.250748,12.520736
2020-11-08,15479.56738,453.554779,1.000846,0.253939,12.656034
2020-11-07,14833.75391,435.713135,1.001576,0.249582,11.757224
2020-11-06,15565.88086,454.719299,1.000296,0.258445,12.118073
2020-11-05,15579.84863,414.067352,1.00042,0.245776,10.990669
2020-11-04,14133.70703,402.141998,1.001079,0.237793,10.472588
2020-11-03,13950.30078,387.602173,1.000552,0.23951,10.387002
2020-11-02,13550.48926,383.156738,1.000523,0.235421,10.797579
2020-11-01,13737.10938,396.358185,1.000379,0.239797,11.53663
2020-10-31,13780.99512,386.590332,1.0002,0.239744,11.220839
2020-10-30,13546.52246,382.819977,1.000904,0.239184,11.098557
2020-10-29,13437.88281,386.730103,1.000349,0.242295,11.265141
2020-10-28,13271.28516,388.650757,1.00034,0.245865,11.461742
2020-10-27,13654.21875,403.99704,1.000223,0.252899,11.973837
2020-10-26,13075.24805,393.888306,1.000958,0.248688,11.747903
2020-10-25,13031.17383,406.217773,1.000721,0.253213,12.160059
2020-10-24,13108.0625,412.457611,1.000909,0.256431,12.731548
2020-10-23,12931.53906,409.766693,1.000657,0.254879,12.163795
2020-10-22,12965.8916,413.77298,1.001091,0.256807,11.939335
2020-10-21,12823.68945,392.189972,1.001834,0.251615,10.804607
2020-10-20,11916.33496,369.136902,1.000985,0.243573,9.878592
2020-10-19,11742.03711,379.935608,1.000853,0.245964,10.886283
2020-10-18,11483.35938,378.213684,1.000784,0.242225,10.880713
2020-10-17,11358.10156,368.855927,1.000697,0.240931,10.652524
2020-10-16,11322.12305,366.229004,1.001047,0.240443,10.61955
2020-10-15,11495.34961,377.441833,1.000796,0.245939,10.737752
2020-10-14,11429.50684,379.484039,1.001007,0.249448,10.949109
2020-10-13,11425.89941,381.190765,1.001111,0.256323,10.995448
2020-10-12,11555.36328,387.731262,1.001302,0.256446,11.452909
2020-10-11,11384.18164,375.142059,1.000734,0.255719,10.847406
2020-10-10,11296.36133,370.96759,1.000884,0.25429,10.524793
2020-10-09,11079.46582,366.046417,1.00278,0.253676,10.38892
2020-10-08,10923.62793,351.455658,1.001632,0.251615,9.547591
2020-10-07,10679.13672,342.119781,1.000901,0.249041,8.982041
2020-10-06,10621.66406,341.021149,1.001835,0.24586,8.780581
2020-10-05,10804.00098,354.2771,1.001419,0.250896,9.64621
2020-10-04,10684.42871,353.121918,1.001763,0.248502,9.424563
2020-10-03,10565.49316,347.321594,1.002561,0.233505,9.305865
2020-10-02,10585.16406,346.532654,1.001953,0.234202,9.23312
2020-10-01,10623.33008,353.231293,0.999962,0.238361,9.647449
2020-09-30,10787.61816,360.022369,1.002569,0.242311,9.857672
2020-09-29,10848.83008,359.963409,1.001193,0.243139,10.111197
2020-09-28,10721.32715,354.9505,1.002695,0.242051,10.317588
2020-09-27,10774.42676,357.321686,1.000534,0.243252,10.773764
2020-09-26,10754.4375,354.965271,1.002689,0.242369,10.335216
2020-09-25,10702.29004,352.161865,1.002644,0.241805,10.715446
2020-09-24,10745.54883,349.356659,1.002381,0.233018,9.833251
2020-09-23,10225.86426,320.585541,1.002652,0.221657,7.68582
2020-09-22,10538.45996,344.503174,1.001444,0.233417,8.764185
2020-09-21,10462.25977,341.786072,1.003263,0.232138,8.759941
2020-09-20,10938.27148,371.052826,1.002654,0.246743,9.768123
2020-09-19,11094.34668,385.544373,1.002017,0.251716,10.147277
2020-09-18,10944.58594,384.364532,0.999502,0.250707,10.081642
2020-09-17,10948.99023,389.019226,1.001878,0.252194,10.98888
2020-09-16,10974.90527,365.812286,1.003444,0.247847,10.761816
2020-09-15,10796.95117,364.839233,1.002487,0.24385,10.978154
2020-09-14,10680.83789,377.26886,1.001289,0.246327,12.119579
2020-09-13,10323.75586,365.570007,0.999213,0.241801,11.993546
2020-09-12,10442.1709,387.183105,1.001307,0.247814,12.769032
2020-09-11,10400.91504,374.695587,1.001517,0.243292,12.501496
2020-09-10,10363.13867,368.101898,1.001457,0.24353,12.551313
2020-09-09,10242.34766,351.110016,1.002102,0.239609,12.377293
2020-09-08,10131.5166,337.602112,1.001025,0.236753,11.785031
2020-09-07,10369.56348,352.673492,1.000537,0.242174,12.426578
2020-09-06,10280.35156,353.362274,1.002838,0.240731,12.91373
2020-09-05,10169.56738,335.260071,1.000151,0.237692,10.611472
2020-09-04,10511.81348,388.24115,1.003686,0.255883,12.492867
2020-09-03,10245.29688,385.671936,1.005495,0.24658,12.016678
2020-09-02,11414.03418,440.040497,1.001828,0.276461,14.897397
2020-09-01,11970.47852,477.05191,1.003957,0.295696,16.121492
2020-08-31,11680.82031,435.079742,1.003191,0.281766,15.708488
2020-08-30,11711.50586,428.395721,1.001173,0.283034,16.472963
2020-08-29,11506.86523,399.921478,1.002824,0.274497,16.567078
2020-08-28,11542.5,395.874664,1.002036,0.272046,15.15606
2020-08-27,11323.39746,382.632629,1.002206,0.264511,14.497711
2020-08-26,11488.36328,386.466125,1.001853,0.277491,15.251755
2020-08-25,11366.13477,384.001038,1.002365,0.277927,14.216811
2020-08-24,11774.5957,408.144196,1.001976,0.289215,15.183359
2020-08-23,11664.84766,391.384491,1.002345,0.285386,15.174676
2020-08-22,11681.8252,395.835144,1.000956,0.286546,15.960192
2020-08-21,11592.48926,389.126343,1.004549,0.280682,13.800856
2020-08-20,11878.37207,416.439789,1.000409,0.292573,16.091297
2020-08-19,11758.2832,406.463776,1.002408,0.290246,16.239985
2020-08-18,11991.2334,423.669312,1.00272,0.303307,16.241375
2020-08-17,12254.40234,429.53125,1.000111,0.314767,16.705545
2020-08-16,11892.80371,433.786621,1.001881,0.303492,18.804186
2020-08-15,11865.69824,433.354919,1.001032,0.299661,19.098751
2020-08-14,11768.87109,437.397827,1.001024,0.300371,16.926432
2020-08-13,11784.1377,428.741791,1.02021,0.297807,17.326002
2020-08-12,11584.93457,391.02417,1.013791,0.28493,16.621542
2020-08-11,11410.52539,380.384064,1.003691,0.284449,13.10599
2020-08-10,11878.11133,395.887573,1.001059,0.294659,13.441035
2020-08-09,11675.73926,391.120453,1.00317,0.288653,13.853206
2020-08-08,11754.0459,393.987366,1.000164,0.294022,12.689207
2020-08-07,11601.47266,379.512848,1.002846,0.294664,10.063365
2020-08-06,11779.77344,394.961945,1.000175,0.303584,10.140255
2020-08-05,11747.02246,401.590576,1.003089,0.303311,9.558774
2020-08-04,11205.89258,389.875488,1.000399,0.300493,9.821836
2020-08-03,11246.34863,386.295166,1.001414,0.30994,9.164759
2020-08-02,11053.61426,370.671722,0.997851,0.287062,8.271776
2020-08-01,11759.59277,385.199707,0.997013,0.289529,8.304459
2020-07-31,11323.4668,345.554657,1.000141,0.258904,7.772913
2020-07-30,11111.21387,334.586639,1.001863,0.244522,7.416992
2020-07-29,11100.46777,318.190887,1.00254,0.243099,7.116083
2020-07-28,10912.82324,316.657257,1.000854,0.230277,7.223461
2020-07-27,10990.87305,321.514099,1.001097,0.223672,7.095583
2020-07-26,9905.166992,309.643616,0.998871,0.214982,7.499005
2020-07-25,9677.113281,304.056763,0.998062,0.214102,7.657824
2020-07-24,9536.892578,279.215424,0.998993,0.204049,7.432153
2020-07-23,9581.072266,274.689056,0.998186,0.207578,7.874477
2020-07-22,9525.363281,262.190643,1.000877,0.203342,7.466975
2020-07-21,9374.887695,245.016724,0.998894,0.198988,7.281577
2020-07-20,9164.231445,236.153168,1.000602,0.195065,7.272983
2020-07-19,9185.817383,238.487518,0.998352,0.199135,8.06519
2020-07-18,9159.040039,235.48381,0.998795,0.199341,7.95928
2020-07-17,9151.392578,232.773087,0.999616,0.194281,8.280393
2020-07-16,9132.227539,233.640884,0.99998,0.194048,8.337707
2020-07-15,9192.836914,238.423523,0.999444,0.197111,8.643123
2020-07-14,9243.213867,240.211487,0.999046,0.198809,8.103465
2020-07-13,9243.614258,239.604584,0.999552,0.198575,7.182291
2020-07-12,9276.5,242.131699,0.998634,0.200538,7.309184
2020-07-11,9240.34668,239.458176,1.001052,0.201197,6.119687
2020-07-10,9278.807617,240.984985,0.999986,0.198652,6.138475
2020-07-09,9277.967773,243.015961,1.003075,0.20291,6.104311
2020-07-08,9428.333008,246.670013,0.99986,0.204692,6.475725
2020-07-07,9252.277344,239.075531,0.999207,0.184787,5.712817
2020-07-06,9375.474609,241.510223,1.000236,0.188567,5.365053
2020-07-05,9073.942383,227.664597,0.998899,0.177017,4.74217
2020-07-04,9132.488281,229.074112,1.001078,0.177984,4.804558
2020-07-03,9087.303711,225.38707,0.999521,0.176336,4.744167
2020-07-02,9123.410156,229.392197,1.015718,0.177244,4.846618
2020-07-01,9228.325195,231.113419,1.001561,0.176976,4.698256
2020-06-30,9137.993164,226.315002,0.999904,0.17587,4.569189
2020-06-29,9190.854492,228.19487,1.001984,0.177959,4.617929
2020-06-28,9143.582031,225.347168,1.002515,0.177692,4.563483
2020-06-27,9045.390625,222.959793,1.004031,0.176851,4.426552
2020-06-26,9162.917969,229.668045,0.998956,0.182671,4.680805
2020-06-25,9264.813477,232.944489,1.000102,0.18357,4.814206
2020-06-24,9313.610352,235.772461,1.000303,0.184272,4.719017
2020-06-23,9629.658203,244.142151,1.003038,0.18868,4.806252
2020-06-22,9648.717773,242.533188,0.997925,0.189272,4.467934
2020-06-21,9303.629883,228.989822,1.001363,0.18561,4.189149
2020-06-20,9332.34082,229.274261,0.998884,0.1885,4.17077
2020-06-19,9288.018555,227.13829,0.993829,0.18679,4.079962
2020-06-18,9411.84082,232.101166,1.002018,0.190957,4.168981
2020-06-17,9480.254883,233.028275,1.000372,0.193443,4.16367
2020-06-16,9538.024414,234.416168,1.000333,0.191307,4.048714
2020-06-15,9450.702148,229.928909,1.002178,0.193074,3.933903
2020-06-14,9386.788086,234.1147,1.005447,0.191617,3.955013
2020-06-13,9475.277344,238.908844,1.002078,0.193106,4.114653
2020-06-12,9480.84375,237.49321,1.003116,0.193943,4.090942
2020-06-11,9321.78125,231.702667,1.000601,0.19018,3.971212
2020-06-10,9870.094727,247.444946,1.001436,0.202938,4.420301
2020-06-09,9795.700195,244.911453,1.003469,0.202013,4.450149
2020-06-08,9771.489258,246.309906,1.002137,0.203771,4.45783
2020-06-07,9758.852539,245.167252,1.003014,0.203449,4.349933
2020-06-06,9653.679688,241.93132,0.999303,0.203142,4.342623
2020-06-05,9665.533203,241.221985,1.003026,0.204092,4.377437
2020-06-04,9800.636719,244.426392,1.002509,0.204982,4.43302
2020-06-03,9656.717773,244.179321,1.000006,0.203663,4.490729
2020-06-02,9529.803711,237.219055,0.997524,0.202764,4.386834
2020-06-01,10167.26856,246.99176,1.001121,0.210249,4.380642
2020-05-31,9461.058594,230.975708,0.998033,0.202906,4.129938
2020-05-30,9700.414063,242.345596,1.000403,0.20622,4.168449
2020-05-29,9439.124023,220.675125,1.003355,0.198348,3.986594
2020-05-28,9525.750977,219.840439,1.001153,0.200595,4.025351
2020-05-27,9181.017578,208.863434,1.004554,0.197857,3.857703
2020-05-26,8835.052734,201.902313,0.998008,0.193975,3.836277
2020-05-25,8906.93457,205.319748,1.003199,0.197327,3.869933
2020-05-24,8790.368164,202.370346,1.001089,0.195431,3.836322
2020-05-23,9209.287109,208.694397,1.005538,0.198856,3.955061
2020-05-22,9182.577148,207.169189,1.002287,0.200343,4.070282
2020-05-21,9081.761719,199.883606,1.002001,0.195509,3.847751
2020-05-20,9522.981445,210.096741,0.998948,0.201707,4.071049
2020-05-19,9729.038086,213.451111,0.996019,0.204028,3.922477
2020-05-18,9726.575195,214.525055,1.001351,0.205176,3.885346
2020-05-17,9670.739258,207.158691,1.00159,0.201255,3.784329
2020-05-16,9377.013672,200.677124,1.000194,0.200032,3.760095
2020-05-15,9328.197266,195.622665,1.003971,0.198911,3.674653
2020-05-14,9733.72168,202.949097,0.99886,0.203129,3.799387
2020-05-13,9269.987305,199.193283,1.000232,0.20148,3.760424
2020-05-12,8804.477539,189.3125,1.000735,0.197637,3.692374
2020-05-11,8601.795898,185.912842,0.998364,0.194064,3.585065
2020-05-10,8756.430664,188.599564,1.001055,0.198176,3.761325
2020-05-09,9593.896484,211.600128,1.004818,0.216902,4.040321
2020-05-08,9842.666016,212.991577,1.003764,0.219827,3.822109
2020-05-07,9951.518555,212.289398,1.002895,0.218917,3.754018
2020-05-06,9268.761719,204.055786,1.017931,0.21521,3.636458
2020-05-05,9003.070313,206.774399,1.000856,0.216463,3.687693
2020-05-04,8912.654297,208.174011,1.006109,0.218963,3.7679
2020-05-03,8897.46875,210.933151,1.003508,0.219414,3.722169
2020-05-02,8988.59668,215.325378,1.003478,0.223914,3.822183
2020-05-01,8864.766602,214.219101,1.008137,0.219248,3.783185
2020-04-30,8658.553711,207.602051,1.005112,0.212761,3.720477
2020-04-29,8801.038086,216.968231,1.008123,0.227432,3.906069
2020-04-28,7807.058594,198.41539,1.007822,0.215484,3.675325
2020-04-27,7795.601074,197.224716,1.004091,0.197978,3.641899
2020-04-26,7679.867188,197.317535,1.000312,0.196805,3.716778
2020-04-25,7569.936035,195.515305,1.00468,0.195054,3.803088
2020-04-24,7550.900879,189.236938,1.007932,0.193665,3.804795
2020-04-23,7429.724609,185.028671,0.997692,0.191711,3.72501
2020-04-22,7117.20752,182.599579,1.000911,0.18797,3.678815
2020-04-21,6880.323242,172.737701,1.006456,0.184328,3.476279
2020-04-20,6881.958496,172.297165,1.004804,0.18349,3.458327
2020-04-19,7189.424805,181.61496,1.007704,0.190859,3.637568
2020-04-18,7257.665039,186.914001,1.000777,0.194925,3.783459
2020-04-17,7096.18457,171.63858,1.006742,0.190202,3.477046
2020-04-16,7116.804199,172.157379,1.002719,0.190104,3.468648
2020-04-15,6642.109863,153.286896,0.999529,0.18127,3.129015
2020-04-14,6842.427734,157.59639,0.996806,0.185335,3.236892
2020-04-13,6845.037598,156.279556,1.000327,0.187732,3.369805
2020-04-12,6971.091797,161.142426,1.008169,0.190135,3.462612
2020-04-11,6859.083008,158.216019,0.998116,0.188063,3.282313
2020-04-10,6865.493164,158.412445,1.000793,0.187464,3.2171
2020-04-09,7302.089355,170.807144,1.003465,0.198257,3.321694
2020-04-08,7334.098633,172.641739,0.999124,0.200869,3.139041
2020-04-07,7176.414551,165.101944,0.998629,0.192093,2.717985
2020-04-06,7271.78125,169.13588,0.992833,0.195506,2.513414
2020-04-05,6791.129395,143.546646,1.00285,0.179406,2.277325
2020-04-04,6867.527344,145.219391,1.004113,0.181732,2.326213
2020-04-03,6733.387207,142.091309,1.001712,0.179467,2.305067
2020-04-02,6793.624512,142.029144,1.000717,0.17864,2.301709
2020-04-01,6606.776367,135.634552,1.004746,0.175323,2.27826
2020-03-31,6438.644531,133.593567,1.003027,0.174563,2.270344
2020-03-30,6429.841797,132.904541,1.006534,0.172171,2.15332
2020-03-29,5922.042969,125.583733,1.001963,0.163829,2.025168
2020-03-28,6242.193848,130.986496,0.999704,0.175783,2.136711
2020-03-27,6469.79834,133.937943,1.013318,0.176195,2.174971
2020-03-26,6716.44043,138.361557,0.998483,0.175019,2.295138
2020-03-25,6681.062988,136.195892,0.998594,0.161633,2.259675
2020-03-24,6734.803711,138.761444,1.000473,0.162255,2.307897
2020-03-23,6416.314941,134.911606,0.996812,0.157419,2.237793
2020-03-22,5830.254883,123.321144,0.999032,0.150214,1.988865
2020-03-21,6185.066406,132.81871,1.00095,0.158179,2.271615
2020-03-20,6198.77832,132.737167,0.997556,0.156868,2.2479
2020-03-19,6191.192871,136.593857,1.003193,0.165037,2.246666
2020-03-18,5238.438477,114.84227,0.974248,0.1431,1.8877
2020-03-17,5225.629395,113.942749,0.976145,0.144524,1.842805
2020-03-16,5014.47998,110.605873,0.997004,0.141063,1.779877
2020-03-15,5392.314941,125.214302,1.001987,0.153902,2.109211
2020-03-14,5200.366211,123.306023,1.001621,0.147292,2.143518
2020-03-13,5563.707031,133.201813,0.999629,0.159352,2.421134
2020-03-12,4970.788086,112.347122,1.053585,0.139635,2.064779
2020-03-11,7911.430176,194.86853,0.998806,0.208096,3.817517
2020-03-10,7909.729492,200.767242,1.001721,0.212235,4.084932
2020-03-09,7923.644531,201.986328,0.999048,0.209181,4.063915
2020-03-08,8108.116211,200.689056,1.009775,0.206904,4.089671
2020-03-07,8909.954102,237.853088,1.000182,0.237071,4.344593
2020-03-06,9122.545898,243.525299,0.99843,0.244088,4.678498
2020-03-05,9078.762695,229.268188,1.002522,0.239582,4.721254
2020-03-04,8755.246094,224.517975,1.000622,0.23453,4.644871
2020-03-03,8787.786133,224.47963,1.002497,0.234381,4.583632
2020-03-02,8869.669922,230.569778,0.995,0.238747,4.215007
2020-03-01,8562.454102,218.970596,1.000498,0.228846,3.879533
2020-02-29,8599.508789,219.848511,1.006368,0.231193,4.108541
2020-02-28,8672.455078,226.760498,0.997089,0.236296,4.16191
2020-02-27,8784.494141,226.753403,0.998413,0.237116,3.948595
2020-02-26,8820.522461,225.680267,1.002742,0.230851,3.600725
2020-02-25,9341.705078,247.817596,1.001454,0.253412,3.513104
2020-02-24,9650.174805,265.216431,0.9988,0.270627,3.913673
2020-02-23,9924.515625,273.75415,0.998017,0.282711,4.243481
2020-02-22,9663.181641,262.331726,1.001829,0.275901,4.102937
2020-02-21,9686.441406,265.600616,1.003138,0.274938,4.292058
2020-02-20,9608.475586,257.949463,1.002594,0.272396,4.271369
2020-02-19,9633.386719,259.763977,1.001324,0.277602,4.401326
2020-02-18,10141.99609,281.94458,1.000759,0.297913,4.543797
2020-02-17,9690.142578,266.363434,0.998474,0.286572,4.297009
2020-02-16,9934.433594,259.894714,0.999272,0.295034,4.504171
2020-02-15,9889.424805,264.728577,0.999128,0.306236,4.304661
2020-02-14,10312.11621,284.217499,1.000114,0.334822,4.414373
2020-02-13,10214.37988,268.099243,0.998579,0.326706,3.874435
2020-02-12,10326.05469,265.406128,1.002559,0.304393,4.025119
2020-02-11,10208.23633,235.851196,0.998423,0.280141,3.975559
2020-02-10,9856.611328,223.522705,1.00064,0.27408,3.411484
2020-02-09,10116.67383,228.578568,1.001473,0.282457,3.477313
2020-02-08,9865.119141,223.146515,0.999534,0.277243,3.414457
2020-02-07,9795.943359,222.726059,0.997751,0.279284,3.308532
2020-02-06,9729.801758,212.339081,0.997216,0.282214,2.884682
2020-02-05,9613.423828,204.23024,1.002838,0.277468,2.845629
2020-02-04,9180.962891,189.250595,1.001745,0.266808,2.741121
2020-02-03,9293.521484,189.865067,0.998913,0.254627,2.774659
2020-02-02,9344.365234,188.617538,1.000544,0.250734,2.832582
2020-02-01,9392.875,183.67395,1.001216,0.241455,2.838953
2020-01-31,9350.529297,180.160172,1.000648,0.239233,2.823791
2020-01-30,9508.993164,184.690475,1.001452,0.243642,2.912988
2020-01-29,9316.629883,175.050339,1.002296,0.23573,2.785324
2020-01-28,9358.589844,176.370316,1.00076,0.238488,2.655339
2020-01-27,8909.819336,170.930893,1.0019,0.231222,2.609652
2020-01-26,8596.830078,168.077103,1.000504,0.230686,2.571582
2020-01-25,8367.847656,161.283936,1.002113,0.220427,2.456526
2020-01-24,8445.43457,163.051178,1.00297,0.223041,2.50439
2020-01-23,8406.515625,162.928558,0.998409,0.226104,2.462109
2020-01-22,8680.875977,168.294159,1.000595,0.236056,2.645582
2020-01-21,8745.894531,169.697159,1.001418,0.237166,2.67355
2020-01-20,8657.642578,167.120514,1.000687,0.233296,2.697299
2020-01-19,8706.245117,166.969849,0.998535,0.235585,2.618951
2020-01-18,8942.808594,175.365677,1.002741,0.243286,2.774105
2020-01-17,8929.038086,170.779953,1.002879,0.238776,2.724109
2020-01-16,8723.786133,164.391006,0.999231,0.228574,2.484478
2020-01-15,8807.010742,166.230682,0.999656,0.232895,2.404977
2020-01-14,8827.764648,165.955353,1.001821,0.234687,2.389926
2020-01-13,8144.194336,144.226593,1.003347,0.212617,2.192453
2020-01-12,8192.494141,145.873932,1.002478,0.215633,2.245193
2020-01-11,8037.537598,142.927109,1.000091,0.211851,2.283247
2020-01-10,8166.554199,143.963776,1.001462,0.212306,2.223959
2020-01-09,7879.071289,138.979202,1.006573,0.204899,2.186049
2020-01-08,8079.862793,141.258133,1.004253,0.209026,2.183606
2020-01-07,8163.692383,143.543991,1.001723,0.213917,2.114098
2020-01-06,7769.219238,144.304153,1.002903,0.22151,1.937466
2020-01-05,7411.317383,136.276779,1.006197,0.195537,1.807787
2020-01-04,7410.656738,135.069366,1.007472,0.194355,1.840133
2020-01-03,7344.884277,134.171707,1.004192,0.193521,1.809708
2020-01-02,6985.470215,127.410179,1.001565,0.188043,1.741144
2020-01-01,7200.174316,130.802002,0.999836,0.192667,1.80664
2019-12-31,7193.599121,129.610855,0.999679,0.192894,1.769471
2019-12-30,7292.995117,132.633484,1.006175,0.194474,1.838974
2019-12-29,7422.652832,134.75798,1.00421,0.197051,1.902404
2019-12-28,7317.990234,128.322708,1.000307,0.193222,1.874338
2019-12-27,7290.088379,127.214607,1.005803,0.191102,1.886506
2019-12-26,7238.966797,126.361221,1.003988,0.190394,1.8618
2019-12-25,7275.155762,126.454636,1.004661,0.190719,1.804758
2019-12-24,7322.532227,129.063889,1.008587,0.192198,1.86312
2019-12-23,7355.628418,128.61409,1.012136,0.190943,1.87685
2019-12-22,7511.588867,132.372513,1.003887,0.196978,1.935425
2019-12-21,7191.158691,128.130951,1.005758,0.194082,1.873683
2019-12-20,7218.816406,129.066055,1.005842,0.195316,1.923433
2019-12-19,7202.844238,129.321136,1.008569,0.19082,1.820493
2019-12-18,7276.802734,133.092194,1.006128,0.196176,1.880721
2019-12-17,6640.515137,122.603889,0.993339,0.183699,1.756352
2019-12-16,6932.480469,133.614029,1.003986,0.207225,1.981583
2019-12-15,7152.301758,143.11499,1.004616,0.218601,2.08684
2019-12-14,7124.673828,142.869232,1.006088,0.217356,2.010686
2019-12-13,7269.68457,144.944748,1.001751,0.220755,2.07731
2019-12-12,7243.134277,145.604004,1.005837,0.219859,2.119071
2019-12-11,7217.427246,143.608002,1.011923,0.222053,2.178049
2019-12-10,7278.119629,146.267044,1.005855,0.224302,2.270657
2019-12-09,7400.899414,148.225174,1.004253,0.225452,2.091032
2019-12-08,7564.345215,151.264725,1.006376,0.230435,2.059006
2019-12-07,7556.237793,148.768158,1.007412,0.228445,2.061192
2019-12-06,7546.996582,149.194443,1.003428,0.225505,2.092442
2019-12-05,7448.307617,149.248993,1.010072,0.222928,2.025807
2019-12-04,7252.034668,146.747742,1.007939,0.216348,2.048652
2019-12-03,7320.145508,147.956421,1.003135,0.21987,2.129985
2019-12-02,7321.988281,149.059158,1.001681,0.219581,2.094976
2019-12-01,7424.29248,151.18573,1.002481,0.225333,2.167132
2019-11-30,7569.629883,152.539688,1.001703,0.226474,2.242076
2019-11-29,7761.243652,155.304153,1.004521,0.230217,2.34262
2019-11-28,7463.105957,151.717575,1.00408,0.22457,2.271925
2019-11-27,7531.663574,153.010559,1.005027,0.225081,2.229166
2019-11-26,7218.371094,148.965073,1.009773,0.222145,2.276428
2019-11-25,7146.133789,146.476532,1.003114,0.218622,2.275065
2019-11-24,7047.916992,142.834702,1.017519,0.223184,2.25579
2019-11-23,7397.796875,153.417786,1.01313,0.236188,2.447424
2019-11-22,7296.577637,150.268173,1.003045,0.2316,2.351865
2019-11-21,7642.75,161.462723,1.000411,0.243766,2.549668
2019-11-20,8027.268066,175.698349,1.00544,0.251364,2.708266
2019-11-19,8206.145508,177.455551,1.008968,0.2565,2.75657
2019-11-18,8309.286133,180.559601,1.012008,0.255653,2.82661
2019-11-17,8577.975586,185.119232,1.008471,0.265253,2.931891
2019-11-16,8550.760742,183.348358,1.006746,0.263886,3.010331
2019-11-15,8491.992188,180.521179,1.001369,0.261654,3.035152